Gene,RNA tissue specific nTPM,liver_nTPM_value,Tissue expression cluster,RNA tissue cell type enrichment,has_liver_nTPM,has_liver_cluster,has_liver_enrichment,Classification
DDX39A,testis: 143.7,,Cluster 70: Lymphoid tissue - Immune response,"Stomach - Mitotic cells (Stomach), Testis - Early spermatids, Testis - Late spermatids",False,False,False,non-liver protein
PDLIM1,skeletal muscle: 651.3,,Cluster 19: Non-specific - Basic cellular processes,"Lung - Endothelial cells, Pituitary gland - Endothelial cells",False,False,False,non-liver protein
ACOT7,brain: 141.6,,Cluster 5: Brain & Testis - Signal transduction,"Colon - Colon enteroendocrine cells, Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Pituitary gland - Lactotropes, Testis - Late spermatids",False,False,False,non-liver protein
MYO1C,,,Cluster 7: Adipose tissue - Mixed function,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Colon - Smooth muscle cells, Prostate - Smooth muscle cells, Spleen - Fibroblast_1",False,False,False,non-liver protein
MYO1F,bone marrow: 94.9;lung: 28.4;lymphoid tissue: 90.8,,Cluster 81: Lymphoid tissue & Bone marrow - Innate immune response,"Adipose subcutaneous - Macrophages, Adrenal gland - Macrophages, Lung - Neutrophil_2, Minor Salivary Gland - Macrophages, Spleen - Neutrophils, Testis - Macrophages, Thyroid gland - T-cells",False,False,False,non-liver protein
SNAP23,,,Cluster 70: Lymphoid tissue - Immune response,"Adrenal gland - Adrenal cortex cells, Colon - Macrophages",False,False,False,non-liver protein
HAX1,,,Cluster 23: Non-specific - Cellular respiration,"Heart muscle - Cardiomyocytes, Testis - Early spermatids",False,False,False,non-liver protein
AIP,,,Cluster 66: Non-specific - Transcription,,False,False,False,non-liver protein
GTPBP1,bone marrow: 105.1,,Cluster 40: Non-specific - Transcription,,False,False,False,non-liver protein
LGALS9,intestine: 95.8;stomach 1: 85.3,,Cluster 25: Small intestine - Absorption,"Adrenal gland - Macrophages, Lung - Macrophages, Spleen - Macrophages, Stomach - Gastric mucous cells",False,False,False,non-liver protein
STXBP3,,,Cluster 9: Oligodendrocytes - Myelination,,False,False,False,non-liver protein
ARVCF,brain: 54.6,,Cluster 65: Cerebellum - Nervous system development,"Minor Salivary Gland - Minor salivary glandular cells, Spleen - Fibroblast_1",False,False,False,non-liver protein
SMAP,,,,,False,False,False,non-liver protein
RAB27B,stomach 1: 43.0,,Cluster 48: Stomach - Proteolysis,"Adipose subcutaneous - Mast cells, Lung - Alveolar cells type 2, Pituitary gland - Thyrotropes, Prostate - Prostate glandular cells, Stomach - Gastric mucous cells, Testis - Early spermatids, Testis - Late spermatids, Thyroid gland - T-cells",False,False,False,non-liver protein
AP3B1,,,Cluster 52: Kidney - Transmembrane transport,"Adrenal gland - Adrenal cortex cells, Colon - Macrophages, Pituitary gland - Somatotropes, Stomach - Macrophages, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
SULT2B1,esophagus: 278.0;skin 1: 180.7;vagina: 141.4,,Cluster 27: Squamous epithelium - Keratinization,"Lung - Alveolar cells type 1, Prostate - Prostate glandular cells",False,False,False,non-liver protein
LGALS8,,,Cluster 78: Testis - Transcription,"Kidney - Endothelial cells, Testis - Early spermatids",False,False,False,non-liver protein
NDUFS8,,,Cluster 23: Non-specific - Cellular respiration,"Heart muscle - Cardiomyocytes, Testis - Late spermatids",False,False,False,non-liver protein
NFKBIE,lymphoid tissue: 34.1,,Cluster 81: Lymphoid tissue & Bone marrow - Innate immune response,"Pancreas - Ductal cells, Thyroid gland - T-cells",False,False,False,non-liver protein
PSMD11,,,Cluster 19: Non-specific - Basic cellular processes,Testis - Early spermatids,False,False,False,non-liver protein
PSMD12,,,Cluster 19: Non-specific - Basic cellular processes,Testis - Spermatocytes,False,False,False,non-liver protein
PSMD9,,,Cluster 19: Non-specific - Basic cellular processes,,False,False,False,non-liver protein
ATOX1,,,Cluster 60: Choroid plexus - Transmembrane transport,"Liver - Hepatocytes, Thyroid gland - Thyroid glandular cells",False,False,True,liver protein_3
PGRMC1,liver: 656.9,656.9,Cluster 69: Liver - Oxidoreductase activity,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Colon - Colon enteroendocrine cells, Liver - Hepatocytes, Liver - Hepatocytes, Skin - Sebaceous gland cells, Testis - Leydig cells, Thyroid gland - Thyroid glandular cells",True,True,True,liver protein (all 3)
SUPT5H,,,Cluster 4: Testis - Basic cellular processes,Adipose visceral - Adipose progenitor cells,False,False,False,non-liver protein
TAF4,,,Cluster 66: Non-specific - Transcription,Testis - Spermatocytes,False,False,False,non-liver protein
DFFA,,,Cluster 51: Thyroid gland - Unknown function,Testis - Sertoli cells,False,False,False,non-liver protein
HIP1,,,Cluster 44: Testis - Spermatogenesis,Testis - Late spermatids,False,False,False,non-liver protein
CLIC1,,,Cluster 75: Epithelium - Extracellular exosomes,Skin - Keratinocyte (other),False,False,False,non-liver protein
EIF3F,,,Cluster 66: Non-specific - Transcription,Spleen - B-cells (Spleen),False,False,False,non-liver protein
PDHX,skeletal muscle: 133.8;tongue: 120.3,,Cluster 12: Heart muscle - Cardiac muscle contraction,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral)",False,False,False,non-liver protein
QSOX1,,,Cluster 41: Smooth muscle tissue - ECM organization,Prostate - Fibroblasts,False,False,False,non-liver protein
DCTN6,,,Cluster 34: Non-specific - Mixed function,Thyroid gland - Thyroid glandular cells,False,False,False,non-liver protein
SLC33A1,,,Cluster 68: Non-specific - Protein processing,,False,False,False,non-liver protein
WASL,,,Cluster 37: Liver & Intestine - Lipid metabolism,Spleen - Endothelial cells,False,True,False,liver protein_2
PDE2A,brain: 123.2;lymphoid tissue: 192.3,,Cluster 34: Non-specific - Mixed function,"Adipose visceral - Endothelial cells, Adrenal gland - Adrenal cortex cells, Kidney - Endothelial cells, Liver - Vascular Endothelial cells, Minor Salivary Gland - Endothelial cells, Prostate - Endothelial cells, Spleen - Endothelial cells, Testis - Endothelial cells",False,False,True,liver protein_3
IPO5,testis: 203.8,,Cluster 4: Testis - Basic cellular processes,"Testis - Early spermatids, Testis - Late spermatids",False,False,False,non-liver protein
EEF2K,skin 1: 47.4,,Cluster 13: Skin - Cornification,"Skin - Keratinocyte (other), Spleen - Endothelial cells",False,False,False,non-liver protein
SAP18,,,Cluster 54: Non-specific - Basic cellular processes,"Testis - Early spermatids, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
EML1,,,Cluster 3: Non-specific - Unknown function,"Colon - Smooth muscle cells, Prostate - Smooth muscle cells, Thyroid gland - Fibroblasts",False,False,False,non-liver protein
DNM1L,,,Cluster 3: Non-specific - Unknown function,Testis - Spermatocytes,False,False,False,non-liver protein
RTCA,,,Cluster 35: Non-specific - Mitochondria,,False,False,False,non-liver protein
PIK3C2A,,,Cluster 51: Thyroid gland - Unknown function,"Skeletal muscle - Endothelial cells, Spleen - Endothelial cells, Stomach - Endothelial cells",False,False,False,non-liver protein
SYT5,brain: 111.0;pituitary gland: 57.7,,Cluster 33: Brain - Neuronal signaling,"Adrenal gland - Adrenal medulla cells, Colon - Colon enteroendocrine cells, Pancreas - Alpha cells, Pancreas - Beta cells, Testis - Late spermatids, Thyroid gland - Parafollicular cells",False,False,False,non-liver protein
GFRA2,testis: 9.2;thyroid gland: 8.4,,Cluster 44: Testis - Spermatogenesis,"Liver - Kupffer cells, Skeletal muscle - Fibroblasts, Spleen - Macrophages, Testis - Late spermatids",False,False,True,liver protein_3
PIK3R2,,,Cluster 33: Brain - Neuronal signaling,"Adrenal gland - Adrenal cortex cells, Spleen - Fibroblast_1, Testis - Sertoli cells, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
GOLIM4,,,Cluster 37: Liver & Intestine - Lipid metabolism,Liver - Hepatocytes,False,True,True,liver protein (cluster + enrichment)
MANBA,,,Cluster 66: Non-specific - Transcription,Adrenal gland - Adrenal cortex cells,False,False,False,non-liver protein
AGRN,,,Cluster 34: Non-specific - Mixed function,"Minor Salivary Gland - Minor salivary glandular cells, Skeletal muscle - Fibroblasts, Spleen - Fibroblast_1",False,False,False,non-liver protein
PLOD2,,,Cluster 11: Liver - Plasma proteins,"Adipose subcutaneous - Adipocytes (Subcutaneous), Breast - Adipocytes (Breast), Thyroid gland - Thyroid glandular cells",False,True,False,liver protein_2
EXOC5,,,Cluster 16: Non-specific - Transcription,"Testis - Early spermatids, Testis - Spermatocytes",False,False,False,non-liver protein
ELL2,,,Cluster 68: Non-specific - Protein processing,Colon - Neutrophils,False,False,False,non-liver protein
SLC17A3,kidney: 158.4,,Cluster 52: Kidney - Transmembrane transport,"Kidney - Proximal tubular cells, Liver - Hepatocytes",False,False,True,liver protein_3
BTN3A3,,,Cluster 47: Spleen - Immune response,Breast - T-cells,False,False,False,non-liver protein
HMGN4,,,Cluster 16: Non-specific - Transcription,Adipose visceral - Adipose progenitor cells,False,False,False,non-liver protein
NDUFA4,tongue: 627.2,,Cluster 23: Non-specific - Cellular respiration,"Adrenal gland - Adrenal cortex cells, Colon - Smooth muscle cells, Heart muscle - Cardiomyocytes, Skeletal muscle - Skeletal myocytes, Spleen - Fibroblast_1",False,False,False,non-liver protein
PSMD14,,,Cluster 35: Non-specific - Mitochondria,"Testis - Early spermatids, Testis - Spermatocytes",False,False,False,non-liver protein
BIN1,skeletal muscle: 2044.6;tongue: 773.1,,Cluster 2: Skeletal muscle - Striated muscle contraction,"Kidney - Proximal tubular cells, Prostate - Smooth muscle cells",False,False,False,non-liver protein
KPNA3,skeletal muscle: 140.2;tongue: 90.6,,Cluster 14: Skeletal muscle - Muscle contraction,"Adrenal gland - Adrenal cortex cells, Prostate - Smooth muscle cells, Testis - Early spermatids",False,False,False,non-liver protein
STK25,skeletal muscle: 473.4,,Cluster 2: Skeletal muscle - Striated muscle contraction,,False,False,False,non-liver protein
LAD1,esophagus: 352.0;skin 1: 208.5,,Cluster 27: Squamous epithelium - Keratinization,"Colon - Colon enterocytes, Lung - Alveolar cells type 2, Skin - Keratinocyte (other), Stomach - Gastric mucous cells",False,False,False,non-liver protein
FAAH,,,Cluster 24: Parathyroid gland - Vesicular transport,"Adipose visceral - Adipocytes (Visceral), Breast - Breast glandular cells, Breast - Breast glandular cells, Prostate - Prostate glandular cells, Testis - Early spermatids, Testis - Late spermatids",False,False,False,non-liver protein
CHL1,brain: 65.0;ovary: 32.7,,Cluster 61: Brain - Neuronal signaling,"Colon - Enteric glia cells, Spleen - B-cells (Spleen)",False,False,False,non-liver protein
VWA5A,,,Cluster 53: Non-specific - Glycosylation,Adrenal gland - Adrenal cortex cells,False,False,False,non-liver protein
PES1,,,Cluster 68: Non-specific - Protein processing,,False,False,False,non-liver protein
EBAG9,,,Cluster 1: Liver & Kidney - Metabolism,"Liver - Hepatocytes, Testis - Early spermatids, Thyroid gland - Thyroid glandular cells",False,True,True,liver protein (cluster + enrichment)
SDCBP,,,Cluster 70: Lymphoid tissue - Immune response,Breast - Endothelial cells,False,False,False,non-liver protein
MPHOSPH10,,,Cluster 19: Non-specific - Basic cellular processes,,False,False,False,non-liver protein
NOP56,,,Cluster 16: Non-specific - Transcription,,False,False,False,non-liver protein
DDX3X,,,Cluster 16: Non-specific - Transcription,Testis - Late spermatids,False,False,False,non-liver protein
RNASET2,,,Cluster 53: Non-specific - Glycosylation,"Adrenal gland - Macrophages, Minor Salivary Gland - Minor salivary glandular cells, Skeletal muscle - Fibroblasts, Spleen - Macrophages",False,False,False,non-liver protein
PODXL,kidney: 92.8,,Cluster 51: Thyroid gland - Unknown function,"Heart muscle - Endothelial cells, Kidney - Podocytes, Liver - Vascular Endothelial cells, Prostate - Endothelial cells, Stomach - Endothelial cells",False,False,True,liver protein_3
PIR,,,Cluster 34: Non-specific - Mixed function,,False,False,False,non-liver protein
KPNA4,skeletal muscle: 120.2,,Cluster 2: Skeletal muscle - Striated muscle contraction,,False,False,False,non-liver protein
TRIM38,,,Cluster 70: Lymphoid tissue - Immune response,,False,False,False,non-liver protein
NFIB,,,Cluster 7: Adipose tissue - Mixed function,,False,False,False,non-liver protein
PPP6C,,,Cluster 19: Non-specific - Basic cellular processes,"Adrenal gland - Adrenal cortex cells, Testis - Early spermatids, Testis - Spermatocytes, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
CES2,intestine: 683.3;liver: 335.1,335.1,Cluster 37: Liver & Intestine - Lipid metabolism,"Adipose subcutaneous - Adipocytes (Subcutaneous), Kidney - Proximal tubular cells, Liver - Hepatocytes, Testis - Spermatocytes, Thyroid gland - Thyroid glandular cells",True,True,True,liver protein (all 3)
MAN2B1,,,Cluster 81: Lymphoid tissue & Bone marrow - Innate immune response,"Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages, Lung - Macrophages, Prostate - Macrophages, Spleen - Macrophages",False,False,False,non-liver protein
FBP2,choroid plexus: 223.4;skeletal muscle: 727.3;tongue: 370.2,,Cluster 14: Skeletal muscle - Muscle contraction,"Skeletal muscle - Skeletal myocytes, Skeletal muscle - Skeletal myocytes, Skin - Sebaceous gland cells",False,False,False,non-liver protein
ACACB,adipose tissue: 176.9;skeletal muscle: 167.0,,Cluster 19: Non-specific - Basic cellular processes,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Heart muscle - Cardiomyocytes, Minor Salivary Gland - Adipocytes (Minor salivary gland)",False,False,False,non-liver protein
PDXK,brain: 74.7,,Cluster 33: Brain - Neuronal signaling,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Minor Salivary Gland - Minor salivary glandular cells, Testis - Early spermatids, Testis - Late spermatids",False,False,False,non-liver protein
SCD,adipose tissue: 1190.8;brain: 976.3;liver: 566.0,566.0,Cluster 9: Oligodendrocytes - Myelination,"Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Spleen - Macrophages, Testis - Sertoli cells",True,False,False,liver protein_1
PLPP1,,,Cluster 41: Smooth muscle tissue - ECM organization,"Breast - Endothelial cells, Spleen - Fibroblast_2",False,False,False,non-liver protein
PLPP3,,,Cluster 62: Connective tissue - ECM organization,"Kidney - Endothelial cells, Prostate - Fibroblasts, Skin - Fibroblast_2, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
ARID1A,,,Cluster 16: Non-specific - Transcription,Testis - Spermatocytes,False,False,False,non-liver protein
ISLR,cervix: 209.4,,Cluster 62: Connective tissue - ECM organization,"Adipose subcutaneous - Adipose progenitor cells, Adrenal gland - Fibroblasts, Breast - Fibroblasts, Heart muscle - Fibroblasts, Kidney - Fibroblasts, Liver - Hepatic stellate cells, Minor Salivary Gland - Fibroblasts, Prostate - Fibroblasts, Skeletal muscle - Fibroblasts, Skin - Fibroblast_2, Spleen - Fibroblast_1, Spleen - Fibroblast_2, Stomach - Fibroblasts, Thyroid gland - Fibroblasts",False,False,True,liver protein_3
SDHD,,,Cluster 35: Non-specific - Mitochondria,"Adrenal gland - Adrenal cortex cells, Heart muscle - Cardiomyocytes, Thyroid gland - Thyroid glandular cells",False,False,False,non-liver protein
C2CD2L,,,Cluster 22: Brain - Synaptic signal transduction,Skin - Keratinocyte (other),False,False,False,non-liver protein
TRAFD1,,,Cluster 36: Lymphoid tissue - Cytokine signaling,"Adipose subcutaneous - Adipose progenitor cells, Adipose visceral - Adipose progenitor cells, Skin - Keratinocyte (other), Testis - Spermatocytes",False,False,False,non-liver protein
COX7A2L,,,Cluster 43: Non-specific - Mitochondrial translation,Testis - Spermatogonia,False,False,False,non-liver protein
HSPB6,skeletal muscle: 2865.7;tongue: 1690.4,,Cluster 12: Heart muscle - Cardiac muscle contraction,"Adipose subcutaneous - Adipocytes (Subcutaneous), Breast - Adipocytes (Breast), Colon - Smooth muscle cells, Kidney - Fibroblasts, Lung - Smooth muscle cells, Skeletal muscle - Skeletal myocytes, Spleen - Smooth muscle cells, Thyroid gland - Smooth muscle cells",False,False,False,non-liver protein
NDUFAB1,heart muscle: 569.9,,Cluster 23: Non-specific - Cellular respiration,Heart muscle - Cardiomyocytes,False,False,False,non-liver protein
UBFD1,skeletal muscle: 78.3,,Cluster 79: Non-specific - Transcription,Minor Salivary Gland - Endothelial cells,False,False,False,non-liver protein
CYB561D2,,,Cluster 53: Non-specific - Glycosylation,Adipose subcutaneous - Macrophages,False,False,False,non-liver protein
COPE,,,Cluster 78: Testis - Transcription,Testis - Sertoli cells,False,False,False,non-liver protein
GNGT2,retina: 152.1,,Cluster 76: Retina - Visual perception,Adrenal gland - Macrophages,False,False,False,non-liver protein
AP3D1,,,Cluster 66: Non-specific - Transcription,Testis - Spermatogonia,False,False,False,non-liver protein
CCS,,,Cluster 68: Non-specific - Protein processing,,False,False,False,non-liver protein
